ที่	tʰîː	at	เขาได้รับรางวัลที่ 1 ในการประกวดวาดภาพ
ชนชั้น	tɕʰon tɕʰán	class (of people in society)	ในประเทศอินเดียยังมีการแบ่งชนชั้นอยู่
แต่อย่างใด	tɛ̀ː jàːŋ daj	anyhow, anyway	การกระทำนี้คงไม่ได้เป็นการเสียมารยาทแต่อย่างใด
ปัก	pàk	stick; embroider	เมื่อพวกนัดท่องเที่ยวเดินทางมาถึงที่แคมป์แล้ว พวกผู้ชายก็ช่วยกันปักเตนท์เพื่อเป็นที่พักอาศัยกัน
หลอก	lɔ̀ːk	deceive; trick	ฉันนั่งจับต้นชนปลายอยู่พักหนึ่งก็รู้ว่าโดนหลอกเข้าแล้ว
เอื้อ	ʔɯ̂ːa	be charitable to; be kind to	ศรีนภาแสดงน้ำใจที่จะเอื้อต่อผมในเรื่องที่พักและอาหารการกิน
ท่าที	tʰâː tʰiː	attitude; reaction	ท่าทีของโซเวียตรัสเซียในเอเซียอาคเนย์กำลังจะเปลี่ยนแปลง
พุ่ง	pʰûŋ	throw; rush	เขาพุ่งหลาวไปถูกปลาฉลามอย่างจัง
โอน	ʔoːn	to transfer	เขาโอนลิขสิทธิ์งานเขียนทั้งหมดของตนให้มูลนิธิ
ขี้	kʰîː	excrement	ทำไมเพื่อนแกขี้นานจัง คนอื่นเขารออยู่นะโว้ย
ราก	râːk	root; source	รากไม้ย้อยลงมาจากเพดานถ้ำ
ทิพย์	tʰíp	divine; supernatural	มนุษย์เราใฝ่ฝันที่จะมีตาทิพย์ หูทิพย์ เหาะได้ หายตัวได้ และมีเครื่องทำงานแทนในบางโอกาส
สภาวะ	sà pʰaː wáʔ	state, condition	เมื่อหมดสภาวะของรสช.แล้ว ผมจะไม่ยุ่งเกี่ยวกับการเมืองอีก
มืด	mɯ̂ːt	dark	พวกเราไม่รู้ทิศทางในป่าในตอนกลางคืนจึงต้องมะงุมมะงาหลาไปในความมืด
ต่างชาติ	tàːŋ tɕʰâːt	abroad; overseas	เขาเป็นคนต่างชาติที่มาอาศัยและทำมาหากินในประเทศไทย
ค่าย	kʰâːj	camp; campground	แต่ละสำนักพิมพ์ต่างก็หยิบกลยุทธ์ วิธีการขายของแต่ละค่ายออกมาใช้กันจนหมดพุง ซึ่งส่งผลให้สินค้าขายดีมากขึ้น
ประกอบการ	pràʔ kɔ̀ːp kaːn	engange in business, invest, run	องค์กรชุมชนมีเป้าหมายหลักอยู่ที่การดำเนินธุรกิจหรือประกอบการต่างๆ เพื่อให้เกิดกำไร
ทัพ	tʰáp	army; troop	นโปเลียนยกทัพไปตีรุสเซีย
ทั้งคู่	tʰáŋ kʰûː	both	ทั้งคู่เป็นสามีภรรยาที่เหมาะสมกันมาก
ดีใจ	diː tɕaj	glad	การที่ลูกเรียนสำเร็จทำให้พ่อแม่ดีใจ
ขณะนั้น	kʰà nàʔ nán	at that time	ผลงานของศิลปินที่เกิดความรู้สึกรักประเทศชาติในยามสงครามสะท้อนภาวะจิตใจขณะนั้นออกมาเป็นงานชุดโลก
ขุด	kʰùt	dig	ทหารกำลังขุดสนามเพลาะ
เต้น	tên	dance	เธอเต้นให้เป็นซี่ เธอจะได้เต้นกับชั้น มันยากที่ไหนล่ะ
วรรณ	wan	colour; castle	ในสังคมฮินดูแบ่งคนออกเป็น 4 วรรณะ คือ พราหมณ์ กษัตริย์ แพศย์ ศูทร
ขณะนี้	kʰà nàʔ níː	now; this moment	สภาพการเจริญเติบโตทางเทคโนโลยีขณะนี้ได้พัฒนาขึ้นแล้ว
กางเกง	kaːŋ keːŋ	pants	เครื่องแบบของยามบริษัทนี้ใช้เสื้อและกางเกงสีดำมีแถบข้างสีขาว
ผา	pʰǎː	cliff; stone; rock	สิงห์โตยืนอยู่บนผาสูง
ติดตัว	tìt tuːa	in hand; on my person	เด็กพวกนี้หนีออกจากบ้านโดยไม่ได้นำเงินติดตัวมาเลย
กีฬา	kiː laː	sport	นักกีฬาเมื่อเลิกเล่นกีฬาก็ลงพุงกลายเป็นคนอ้วนไป
